term,category,found,first_occurrence_only
unoccupied rental rooms,other,FALSE,FALSE
0.65 square kilometres,quantitative,FALSE,FALSE
0.65 square kilometers,quantitative,FALSE,FALSE
0.79 square kilometers,quantitative,FALSE,FALSE
range: 0.84 to 2.2 km²,quantitative,FALSE,FALSE
1.62 square kilometers,quantitative,FALSE,FALSE
public disorder crimes,crime_related,FALSE,FALSE
Belgian Federal Police,crime_related,FALSE,FALSE
The Hague Police Force,crime_related,FALSE,FALSE
Swing The Hague system,crime_related,FALSE,FALSE
Chicago Public Schools,crime_related,FALSE,FALSE
Point of interest data,crime_related,FALSE,FALSE
Statistics Netherlands,crime_related,FALSE,FALSE
Pseudo R-squared = .31,statistical,FALSE,FALSE
.26 for baseline model,statistical,FALSE,FALSE
Birmingham (OR = 1.90),statistical,FALSE,FALSE
Birmingham (OR = 1.12),statistical,FALSE,FALSE
Birmingham (OR = 1.76),statistical,FALSE,FALSE
OR = 1.90 (Birmingham),statistical,FALSE,FALSE
OR = 1.12 (Birmingham),statistical,FALSE,FALSE
OR = 1.76 (Birmingham),statistical,FALSE,FALSE
2006-2012 (crime data),other,FALSE,FALSE
household registration,other,FALSE,FALSE
Leidschendam-Voorburg,geographic,FALSE,FALSE
it uses neighborhoods,methods,FALSE,FALSE
public order offences,crime_related,FALSE,FALSE
Theft from the person,crime_related,FALSE,FALSE
Belgian Land Registry,crime_related,FALSE,FALSE
Police arrest records,crime_related,FALSE,FALSE
Census data from 2010,crime_related,FALSE,FALSE
chi-square statistics,statistical,FALSE,FALSE
Example: 95% CI: [.56,statistical,FALSE,FALSE
spatial heterogeneity,other,FALSE,FALSE
and data availability,other,FALSE,FALSE
including census data,other,FALSE,FALSE
April 2009 - May 2010,other,FALSE,FALSE
Third quarter of 1997,other,FALSE,FALSE
and on the nearly 25,geographic,FALSE,FALSE
R (R Core Team 2013),methods,FALSE,FALSE
R with RSGHB package,methods,FALSE,FALSE
Residential burglary,crime_related,FALSE,FALSE
residential burglary,crime_related,FALSE,FALSE
Multiple crime types,crime_related,FALSE,FALSE
Ordnance Survey (OS),crime_related,FALSE,FALSE
Prob > chi2 = 0.1743,statistical,FALSE,FALSE
McFadden's R-squared,statistical,FALSE,FALSE
95% CI: [lower bound,statistical,FALSE,FALSE
ethnic heterogeneity,statistical,FALSE,FALSE
but similar pattern.,statistical,FALSE,FALSE
such as income level,other,FALSE,FALSE
"""For these analyses",geographic,FALSE,FALSE
census block groups,geographic,FALSE,FALSE
more than 3000 km 2,quantitative,FALSE,FALSE
000 in rural areas),quantitative,FALSE,FALSE
Stata/MP version 11,methods,FALSE,FALSE
Stata/MP version 15,methods,FALSE,FALSE
theft from vehicles,crime_related,FALSE,FALSE
weapons trafficking,crime_related,FALSE,FALSE
ZG City census data,crime_related,FALSE,FALSE
OASIS online survey,crime_related,FALSE,FALSE
including footpaths,statistical,FALSE,FALSE
or regular segment),statistical,FALSE,FALSE
and detected crimes,other,FALSE,FALSE
or social networks.,other,FALSE,FALSE
Collect small-scale,other,FALSE,FALSE
census block group,geographic,FALSE,FALSE
600 square meters),quantitative,FALSE,FALSE
124 street robbers,quantitative,FALSE,FALSE
Super Output Areas,methods,FALSE,FALSE
commercial robbery,crime_related,FALSE,FALSE
theft from vehicle,crime_related,FALSE,FALSE
Commercial robbery,crime_related,FALSE,FALSE
U.K. Land Registry,crime_related,FALSE,FALSE
U.S. Census Bureau,crime_related,FALSE,FALSE
New Zealand Police,crime_related,FALSE,FALSE
OR = 1.075 (adult),statistical,FALSE,FALSE
OR = 0.227 (adult),statistical,FALSE,FALSE
spatial spill-over,other,FALSE,FALSE
memory constraints,other,FALSE,FALSE
Use larger samples,other,FALSE,FALSE
Small Areas (SAs),geographic,FALSE,FALSE
postal code areas,geographic,FALSE,FALSE
Postal code areas,geographic,FALSE,FALSE
140 m Â 140 m (19,quantitative,FALSE,FALSE
0.14 square miles,quantitative,FALSE,FALSE
Conditional Logit,methods,TRUE,TRUE
Mixed Logit Model,methods,FALSE,FALSE
Single crime type,crime_related,FALSE,FALSE
schools/colleges),crime_related,FALSE,FALSE
Australian census,crime_related,FALSE,FALSE
Mobile phone data,crime_related,FALSE,FALSE
Hispanic majority,statistical,FALSE,FALSE
decrease by 44.4%,statistical,FALSE,FALSE
previous research,other,FALSE,FALSE
Data availability,other,FALSE,FALSE
Previous research,other,FALSE,FALSE
1997 - October 31,other,FALSE,FALSE
the Netherlands.,geographic,FALSE,FALSE
Northern Ireland,geographic,FALSE,FALSE
500 m grid cells,geographic,FALSE,FALSE
1.2 km² (median),quantitative,FALSE,FALSE
000 residents (1,quantitative,FALSE,FALSE
Stata (StataCorp,methods,FALSE,FALSE
personal robbery,crime_related,FALSE,FALSE
criminal threats,crime_related,FALSE,FALSE
drug trafficking,crime_related,FALSE,FALSE
2011 U.K. census,crime_related,FALSE,FALSE
UK Land Registry,crime_related,FALSE,FALSE
U.S. Census data,crime_related,FALSE,FALSE
pseudo R-squared,statistical,FALSE,FALSE
0.19 for Model 2,statistical,FALSE,FALSE
Bars: OR = 1.065,statistical,FALSE,FALSE
aggregation bias,other,FALSE,FALSE
and small hotels,other,FALSE,FALSE
Street segments,geographic,FALSE,FALSE
500 m on a side,quantitative,FALSE,FALSE
R version 3.0.2,methods,FALSE,FALSE
Ordnance Survey,crime_related,FALSE,FALSE
1.000 (Model 2),statistical,FALSE,FALSE
subway stations,statistical,FALSE,FALSE
871 burglaries),other,FALSE,FALSE
resulting in 44,other,FALSE,FALSE
street segments,other,FALSE,FALSE
2014 - May 30th,other,FALSE,FALSE
sports stadiums,other,FALSE,FALSE
United Kingdom,geographic,FALSE,FALSE
Baltimore City,geographic,FALSE,FALSE
Street segment,geographic,FALSE,FALSE
Neighbourhoods,geographic,FALSE,FALSE
0.063km² to 12,quantitative,FALSE,FALSE
"421
Total: 38",quantitative,FALSE,FALSE
1287 residents,quantitative,FALSE,FALSE
Street robbery,crime_related,FALSE,FALSE
street robbery,crime_related,FALSE,FALSE
any-crime-type,crime_related,FALSE,FALSE
US 2000 Census,crime_related,FALSE,FALSE
Study of Peers,crime_related,FALSE,FALSE
2011 UK Census,crime_related,FALSE,FALSE
2001 UK census,crime_related,FALSE,FALSE
US Census data,crime_related,FALSE,FALSE
Daodaotong Map,crime_related,FALSE,FALSE
Maximum = 5.69,statistical,FALSE,FALSE
marriage halls,statistical,FALSE,FALSE
χ 2 (4) = 17.8,statistical,FALSE,FALSE
mobility flows,statistical,FALSE,FALSE
street corners,other,FALSE,FALSE
single parcels,other,FALSE,FALSE
to December 31,other,FALSE,FALSE
In future work,other,FALSE,FALSE
000 robberies,geographic,FALSE,FALSE
United States,geographic,FALSE,FALSE
Neighborhoods,geographic,FALSE,FALSE
census blocks,geographic,FALSE,FALSE
neighborhoods,geographic,FALSE,FALSE
118 residents,quantitative,FALSE,FALSE
000 residents,quantitative,FALSE,FALSE
pickpocketing,crime_related,FALSE,FALSE
environmental,crime_related,TRUE,TRUE
LISA database,crime_related,FALSE,FALSE
hazard ratios,statistical,FALSE,FALSE
or Cohen's d),statistical,FALSE,FALSE
Adults = 1.63,statistical,FALSE,FALSE
semi-detached,statistical,FALSE,FALSE
street blocks,other,FALSE,FALSE
November 2017,other,FALSE,FALSE
2004 and 2005,other,FALSE,FALSE
High Wycombe,geographic,FALSE,FALSE
Beaconsfield,geographic,FALSE,FALSE
census tract,geographic,FALSE,FALSE
block groups,geographic,TRUE,TRUE
Census units,geographic,FALSE,FALSE
GeoDa 1.14.0,methods,FALSE,FALSE
ArcGIS V10.3,methods,FALSE,FALSE
drug dealing,crime_related,FALSE,FALSE
sex offences,crime_related,FALSE,FALSE
2003 to 2009,other,FALSE,FALSE
second-order,other,FALSE,FALSE
Netherlands,geographic,FALSE,FALSE
New Zealand,geographic,FALSE,FALSE
Sendai City,geographic,FALSE,FALSE
Bournemouth,geographic,FALSE,FALSE
communities,geographic,TRUE,TRUE
Communities,geographic,TRUE,TRUE
3197.26 km²,quantitative,FALSE,FALSE
Mixed Logit,methods,FALSE,FALSE
ICTCE 5.5.0,methods,FALSE,FALSE
Stata 10 SE,methods,FALSE,FALSE
ArcGIS 10.6,methods,FALSE,FALSE
other theft,crime_related,FALSE,FALSE
U.S. Census,crime_related,FALSE,FALSE
census data,crime_related,TRUE,TRUE
Police data,crime_related,FALSE,FALSE
Census data,crime_related,TRUE,TRUE
e b = 1.003,statistical,FALSE,FALSE
e b = 1.184,statistical,FALSE,FALSE
e b = 1.261,statistical,FALSE,FALSE
e b = 1.010,statistical,FALSE,FALSE
e b = 0.659,statistical,FALSE,FALSE
e b = 1.027,statistical,FALSE,FALSE
e b = 0.996,statistical,FALSE,FALSE
e b = 0.866,statistical,FALSE,FALSE
e b = 1.178,statistical,FALSE,FALSE
restaurants,statistical,FALSE,FALSE
odds ratios,statistical,FALSE,FALSE
health-care,statistical,FALSE,FALSE
August 6-11,other,FALSE,FALSE
Birmingham,geographic,FALSE,FALSE
Manchester,geographic,FALSE,FALSE
Zoetermeer,geographic,FALSE,FALSE
Grid cells,geographic,FALSE,FALSE
127.68 km²,quantitative,FALSE,FALSE
420.32 km²,quantitative,FALSE,FALSE
400 sq. km,quantitative,FALSE,FALSE
Stata 14.0,methods,FALSE,FALSE
Stata 13.0,methods,FALSE,FALSE
robberies),crime_related,FALSE,FALSE
burglaries,crime_related,FALSE,FALSE
Tamil Nadu,crime_related,FALSE,FALSE
BRP system,crime_related,FALSE,FALSE
OR = 0.636,statistical,FALSE,FALSE
OR = 0.673,statistical,FALSE,FALSE
OR = 1.027,statistical,FALSE,FALSE
OR = 0.772,statistical,FALSE,FALSE
OR = 1.008,statistical,FALSE,FALSE
OR = 1.015,statistical,FALSE,FALSE
OR = 1.011,statistical,FALSE,FALSE
workplaces,other,FALSE,FALSE
Area level,other,FALSE,FALSE
Australia,geographic,FALSE,FALSE
The Hague,geographic,FALSE,FALSE
Amsterdam,geographic,FALSE,FALSE
community,geographic,TRUE,TRUE
shootings,crime_related,FALSE,FALSE
homicides,crime_related,FALSE,FALSE
Snatching,crime_related,FALSE,FALSE
vandalism,crime_related,FALSE,FALSE
Baidu API,crime_related,FALSE,FALSE
LISA data,crime_related,FALSE,FALSE
p = 0.013,statistical,FALSE,FALSE
p = 0.915,statistical,FALSE,FALSE
OR = 1.02,statistical,FALSE,FALSE
OR = 1.24,statistical,FALSE,FALSE
OR = 1.01,statistical,FALSE,FALSE
OR = 0.69,statistical,FALSE,FALSE
OR = 0.64,statistical,FALSE,FALSE
OR = 0.67,statistical,FALSE,FALSE
OR = 0.62,statistical,FALSE,FALSE
OR = 1.25,statistical,FALSE,FALSE
OR = 1.46,statistical,FALSE,FALSE
Table 3).,statistical,FALSE,FALSE
bus stops,statistical,FALSE,FALSE
1996-1998,other,FALSE,FALSE
1969-1989,other,FALSE,FALSE
January 1,other,FALSE,FALSE
1996-2001,other,FALSE,FALSE
1996-2004,other,FALSE,FALSE
2005-2014,other,FALSE,FALSE
2009-2018,other,FALSE,FALSE
2012-2016,other,FALSE,FALSE
2006-2009,other,FALSE,FALSE
2013-2016,other,FALSE,FALSE
2004-2005,other,FALSE,FALSE
2002-2007,other,FALSE,FALSE
Richmond,geographic,TRUE,TRUE
Brisbane,geographic,FALSE,FALSE
Rijswijk,geographic,FALSE,FALSE
200x200m,quantitative,FALSE,FALSE
0.958km²,quantitative,FALSE,FALSE
1.62 km²,quantitative,FALSE,FALSE
1.68 km²,quantitative,FALSE,FALSE
0.68 km²,quantitative,FALSE,FALSE
0.66 km²,quantitative,FALSE,FALSE
2.96 km²,quantitative,FALSE,FALSE
6.76 km²,quantitative,FALSE,FALSE
150 km^2,quantitative,FALSE,FALSE
around 7,quantitative,FALSE,FALSE
Stata 14,methods,FALSE,FALSE
Graffiti,crime_related,FALSE,FALSE
burglary,crime_related,FALSE,FALSE
bombings,crime_related,FALSE,FALSE
Burglary,crime_related,FALSE,FALSE
forgery),crime_related,FALSE,FALSE
violence,crime_related,FALSE,FALSE
property,crime_related,TRUE,TRUE
Claritas,crime_related,FALSE,FALSE
POI data,crime_related,FALSE,FALSE
p < .001,statistical,FALSE,FALSE
siblings,statistical,FALSE,FALSE
p < 0.05,statistical,FALSE,FALSE
p < 0.01,statistical,FALSE,FALSE
recorded,other,TRUE,TRUE
June 1st,other,FALSE,FALSE
Belgium,geographic,FALSE,FALSE
Chicago,geographic,TRUE,TRUE
Belfast,geographic,FALSE,FALSE
ZG City,geographic,FALSE,FALSE
Chennai,geographic,FALSE,FALSE
ZG city,geographic,FALSE,FALSE
000 km²,quantitative,FALSE,FALSE
156 km²,quantitative,FALSE,FALSE
assault,crime_related,FALSE,FALSE
robbery,crime_related,FALSE,FALSE
Robbery,crime_related,FALSE,FALSE
Mugging,crime_related,FALSE,FALSE
traffic,crime_related,FALSE,FALSE
weapons,crime_related,FALSE,FALSE
schools,crime_related,FALSE,FALSE
Δdf = 2,statistical,FALSE,FALSE
or BIC),statistical,FALSE,FALSE
p < .01,statistical,FALSE,FALSE
second-,statistical,FALSE,FALSE
Marlow,geographic,FALSE,FALSE
London,geographic,TRUE,TRUE
Suburb,geographic,FALSE,FALSE
270km²,quantitative,FALSE,FALSE
social,crime_related,FALSE,FALSE
bridge,statistical,FALSE,FALSE
Theory,other,TRUE,TRUE
July 1,other,TRUE,TRUE
litter,other,FALSE,FALSE
Japan,geographic,FALSE,FALSE
China,geographic,FALSE,FALSE
India,geographic,FALSE,FALSE
Ghent,geographic,FALSE,FALSE
Poole,geographic,FALSE,FALSE
Tampa,geographic,FALSE,FALSE
Delft,geographic,FALSE,FALSE
Perth,geographic,FALSE,FALSE
house,geographic,TRUE,TRUE
wards,geographic,FALSE,FALSE
000-4,quantitative,FALSE,FALSE
000-3,quantitative,FALSE,FALSE
Stata,methods,FALSE,FALSE
STATA,methods,FALSE,FALSE
2005),methods,FALSE,FALSE
theft,crime_related,FALSE,FALSE
Theft,crime_related,FALSE,FALSE
drugs,crime_related,FALSE,FALSE
other,crime_related,TRUE,TRUE
parks,statistical,FALSE,FALSE
845.3,statistical,FALSE,FALSE
banks,statistical,FALSE,FALSE
urban,other,TRUE,TRUE
LSOAs,other,FALSE,FALSE
sizes,other,FALSE,FALSE
York,geographic,TRUE,TRUE
4558,quantitative,FALSE,FALSE
2517,quantitative,TRUE,TRUE
2153,quantitative,FALSE,FALSE
1616,quantitative,FALSE,FALSE
1973,quantitative,TRUE,TRUE
1971,quantitative,FALSE,FALSE
2643,quantitative,FALSE,FALSE
1636,quantitative,FALSE,FALSE
4006,quantitative,FALSE,FALSE
1174,quantitative,FALSE,FALSE
3436,quantitative,FALSE,FALSE
1262,quantitative,FALSE,FALSE
7860,quantitative,FALSE,FALSE
1573,quantitative,FALSE,FALSE
3860,quantitative,FALSE,FALSE
1540,quantitative,FALSE,FALSE
2844,quantitative,FALSE,FALSE
5956,quantitative,FALSE,FALSE
7700,quantitative,FALSE,FALSE
4900,quantitative,FALSE,FALSE
ATMs,statistical,FALSE,FALSE
1997,other,TRUE,TRUE
2001,other,TRUE,TRUE
2005,other,FALSE,FALSE
2011,other,FALSE,FALSE
2013,other,FALSE,FALSE
2016,other,FALSE,FALSE
2017,other,FALSE,FALSE
2002,other,FALSE,FALSE
503,quantitative,FALSE,FALSE
589,quantitative,FALSE,FALSE
300,quantitative,FALSE,FALSE
233,quantitative,FALSE,FALSE
262,quantitative,FALSE,FALSE
594,quantitative,FALSE,FALSE
134,quantitative,FALSE,FALSE
286,quantitative,FALSE,FALSE
895,quantitative,FALSE,FALSE
890,quantitative,FALSE,FALSE
198,quantitative,FALSE,FALSE
765,quantitative,FALSE,FALSE
653,quantitative,FALSE,FALSE
687,quantitative,FALSE,FALSE
844,quantitative,FALSE,FALSE
193,quantitative,FALSE,FALSE
334,quantitative,FALSE,FALSE
652,quantitative,FALSE,FALSE
304,quantitative,FALSE,FALSE
201,quantitative,FALSE,FALSE
821,quantitative,FALSE,FALSE
305,quantitative,FALSE,FALSE
142,quantitative,TRUE,TRUE
000,quantitative,FALSE,FALSE
984,quantitative,FALSE,FALSE
291,quantitative,FALSE,FALSE
158,quantitative,FALSE,FALSE
650,quantitative,FALSE,FALSE
155,quantitative,TRUE,TRUE
655,quantitative,FALSE,FALSE
938,quantitative,FALSE,FALSE
369,quantitative,FALSE,FALSE
459,quantitative,FALSE,FALSE
637,quantitative,FALSE,FALSE
165,quantitative,FALSE,FALSE
